DATE,RTWVDAK684NMFRBDAL,RTWVDAL684NMFRBDAL,RTWVDAR684NMFRBDAL,RTWVDAZ684NMFRBDAL,RTWVDCA684NMFRBDAL,RTWVDCO684NMFRBDAL,RTWVDCT684NMFRBDAL,RTWVDDE684NMFRBDAL,RTWVDFL684NMFRBDAL,RTWVDGA684NMFRBDAL,RTWVDHI684NMFRBDAL,RTWVDIA684NMFRBDAL,RTWVDID684NMFRBDAL,RTWVDIL684NMFRBDAL,RTWVDIN684NMFRBDAL,RTWVDKS684NMFRBDAL,RTWVDKY684NMFRBDAL,RTWVDLA684NMFRBDAL,RTWVDMA684NMFRBDAL,RTWVDMD684NMFRBDAL,RTWVDME684NMFRBDAL,RTWVDMI684NMFRBDAL,RTWVDMN684NMFRBDAL,RTWVDMO684NMFRBDAL,RTWVDMS684NMFRBDAL,RTWVDMT684NMFRBDAL,RTWVDNC684NMFRBDAL,RTWVDND684NMFRBDAL,RTWVDNE684NMFRBDAL,RTWVDNH684NMFRBDAL,RTWVDNJ684NMFRBDAL,RTWVDNM684NMFRBDAL,RTWVDNV684NMFRBDAL,RTWVDNY684NMFRBDAL,RTWVDOH684NMFRBDAL,RTWVDOK684NMFRBDAL,RTWVDOR684NMFRBDAL,RTWVDPA684NMFRBDAL,RTWVDRI684NMFRBDAL,RTWVDSC684NMFRBDAL,RTWVDSD684NMFRBDAL,RTWVDTN684NMFRBDAL,RTWVDTX684NMFRBDAL,RTWVDUT684NMFRBDAL,RTWVDVA684NMFRBDAL,RTWVDVT684NMFRBDAL,RTWVDWA684NMFRBDAL,RTWVDWI684NMFRBDAL,RTWVDWV684NMFRBDAL,RTWVDWY684NMFRBDAL
1991-05-01,110.2618,101.2357,96.5228,94.4725,99.0554,101.1670,99.3740,90.9528,98.3809,99.4652,104.5088,98.4563,102.4058,96.5398,96.0260,99.3248,99.5327,108.7947,101.1195,102.3875,97.3591,90.1976,99.5145,93.0968,98.3626,100.4307,99.9739,93.4542,99.6440,98.2962,97.9617,97.1069,103.5425,99.5348,97.1119,98.6775,104.2696,97.4994,97.1336,99.4735,98.3415,97.2712,90.1651,100.4414,102.6105,92.1361,101.9003,97.9078,98.8934,97.0646
1991-06-01,112.0295,102.7938,97.4278,95.6469,100.5566,103.1839,100.9541,90.9406,98.9246,100.6685,105.9050,99.7342,104.0689,97.5013,96.8239,100.4241,101.1402,110.5765,102.8485,103.7008,98.1288,90.2429,101.0327,93.7268,99.4323,101.0469,101.3792,93.9857,100.8419,99.7577,99.2797,98.4259,105.6226,100.9909,97.9965,99.7283,105.5946,98.4504,98.6898,100.8514,99.2949,98.274,90.801,102.1314,105.0989,91.9448,103.864,98.9206,101.1038,97.7921
1991-07-01,111.2416,102.4612,97.2790,95.3367,100.2976,102.9131,100.8511,91.2025,98.8218,100.4651,105.4087,99.4939,103.4436,97.3733,96.8555,100.1637,100.9646,109.8847,102.6245,103.2162,98.2944,90.4523,100.8554,93.8208,99.5233,100.8973,101.2635,94.1230,100.6526,99.5511,99.0286,98.1391,105.8257,100.9881,98.0008,99.7445,105.0548,98.4535,98.8099,100.6479,99.2777,98.1885,90.8017,102.0643,104.8667,92.2681,103.4352,99.0055,100.8801,97.3075
1991-08-01,110.2749,101.3319,96.4897,94.4296,99.2025,101.6162,99.6733,90.8853,98.0211,99.5633,104.6090,98.4576,102.3047,96.4957,96.0671,99.2801,99.8288,108.5720,101.3654,102.1380,97.4897,90.0446,99.7501,93.1145,98.6107,100.2884,100.2475,93.2512,99.7938,98.4653,97.8654,97.1844,104.6047,99.8535,97.1966,98.7716,104.1116,97.5712,97.6971,99.4068,98.3863,97.2657,90.2259,100.8645,103.2487,91.9072,102.1938,98.0788,99.4031,96.3221
1991-09-01,109.2045,100.1273,95.6763,93.4795,98.0874,100.0872,98.4542,90.4998,97.6343,98.5362,103.5489,97.2729,100.9422,95.5608,95.2440,98.2914,98.5313,107.4696,99.9750,100.4194,96.7253,89.6351,98.5112,92.3738,97.9920,99.6171,99.0641,92.5234,98.7664,97.1936,96.6968,96.2657,103.1916,98.6335,96.2967,97.7523,102.9709,96.6075,96.3806,98.2256,97.253,96.3104,89.4936,99.6428,101.4178,91.5944,100.7821,97.0709,97.7168,95.6204
1991-10-01,106.6495,99.2012,94.8473,92.5905,97.1641,98.9739,97.7599,90.0668,97.7317,97.7543,101.1110,96.2250,99.1974,94.8372,94.4692,97.3767,97.5977,107.1175,99.1208,99.5523,96.0162,89.0861,97.6228,91.7261,97.6256,98.2066,98.1573,93.4059,97.4214,96.3719,96.1660,95.5668,102.1927,97.9388,95.5133,97.1825,101.5091,95.9365,95.6923,97.6014,96.5657,95.6374,88.9035,98.9104,100.5368,91.0093,99.568,96.5457,97.1403,94.9205
1991-11-01,105.6843,97.6557,93.6722,91.0358,95.6143,97.0194,96.0476,89.6381,97.0329,96.4150,100.1858,95.2138,97.6982,93.6418,93.4275,96.0545,95.8504,105.1756,97.3470,97.9663,94.9452,88.5674,96.0523,90.6984,96.2677,97.5084,96.6964,92.5400,96.3029,94.8631,94.5392,94.3318,100.2505,96.3183,94.3953,95.9372,100.4514,94.6735,94.0177,96.0986,95.2263,94.3603,87.5357,97.409,98.1306,90.7192,97.8892,95.2722,94.983,94.1016
1991-12-01,104.9570,96.6990,93.2773,89.9083,94.5156,95.6944,95.1269,90.3144,95.8626,95.6177,99.6884,94.5006,96.7382,93.2549,93.3226,95.3398,94.8869,103.6044,96.3414,96.9137,94.7140,89.2316,95.2452,90.6336,95.5015,97.8118,95.8671,92.7791,95.7498,94.0571,93.7412,93.5472,99.1715,95.4253,94.2508,95.4705,99.8840,94.2164,93.1881,95.2601,94.9261,93.8634,86.1718,96.4772,96.3107,91.9307,96.6732,94.8981,93.3682,93.7034
1992-01-01,103.4493,96.4758,93.0791,89.1961,94.0297,95.6115,95.1027,90.4331,95.5013,95.3317,98.0422,94.3144,95.9813,93.2749,93.4175,95.0802,94.8255,103.0012,96.4575,96.7049,94.6076,89.4564,95.2185,90.6969,95.5202,97.9668,95.6481,93.0716,95.0759,94.0181,93.7318,93.2181,99.3277,95.4172,94.2899,95.4879,99.3197,94.2186,93.2051,95.2442,95.176,93.9033,85.3667,95.9054,96.1601,92.3146,96.2746,95.0401,93.3682,93.292
1992-02-01,105.4772,97.8891,94.2832,89.5209,94.9326,97.2779,96.6097,91.9028,95.4888,96.5622,98.9970,95.8033,97.7177,94.6388,95.0804,96.2925,96.5540,104.0910,98.1114,98.1004,95.8147,91.2815,96.7288,92.2004,96.5980,99.9866,96.8876,94.8623,96.6513,95.5364,95.1992,94.2533,101.1782,96.9766,96.0228,96.8509,100.7463,95.5406,94.8993,96.3571,97.0824,95.3008,85.4763,96.6321,97.8245,94.525,97.3808,96.4438,94.9348,93.8524
1992-03-01,108.8876,99.6608,95.7399,90.5994,96.5419,99.3862,98.3923,92.8363,95.9473,98.1126,100.5900,97.5874,100.2387,96.0805,96.5740,97.6609,98.4925,106.2233,100.1359,99.6529,97.0762,92.3843,98.5250,93.4530,98.0500,101.6362,98.5022,96.2248,98.6716,97.1501,96.9293,95.8774,103.3214,98.7769,97.6265,98.2937,102.8573,96.9507,96.8035,97.8504,98.6843,96.7241,86.573,98.2977,100.0576,95.6641,99.4848,97.8919,97.0503,95.0644
1992-04-01,108.4439,98.9150,95.2292,89.7566,95.8059,98.6693,97.5953,92.7441,95.0025,97.5304,100.1410,97.0013,99.5865,95.4209,95.9503,97.0776,97.8249,105.4561,99.2696,99.0694,96.3591,91.9362,97.7938,92.8519,97.1421,101.0469,98.4447,95.5969,98.4270,96.3425,96.1877,95.2406,102.8039,98.1304,96.9805,97.6635,102.1965,96.3455,96.0595,97.1190,98.0596,96.0701,85.957,97.2122,99.4946,95.1823,98.6668,97.4359,96.322,94.4417
1992-05-01,106.5892,98.1052,94.6106,89.0305,94.8943,97.5740,96.8277,93.1872,94.0455,96.7723,99.3508,96.3431,98.3089,94.9646,95.6461,96.7142,96.9808,103.8541,98.2969,98.2553,95.9381,92.2676,96.9429,92.7402,96.1528,100.9308,97.7394,95.6128,97.6255,95.8810,95.6618,94.3372,102.0136,97.4412,96.6252,97.1615,101.1055,95.8777,95.3076,96.4550,97.7983,95.6736,85.6822,96.1057,98.4096,95.7812,97.4309,96.9969,95.2111,93.6081
1992-06-01,104.6187,97.0147,93.7265,88.3552,93.8762,96.0450,95.7264,92.9897,93.4114,95.6799,98.3282,95.2880,96.6710,94.1050,94.8292,95.9496,95.6772,102.3452,96.8904,97.3236,95.1890,91.8292,95.7681,92.1007,95.2382,99.9934,96.6738,94.7804,96.4216,95.0066,94.6641,93.3858,100.2215,96.2175,95.7547,96.2825,99.8266,95.0352,94.0958,95.5061,96.754,94.8075,85.3261,95.0654,96.9095,95.4249,96.1445,96.1379,93.7612,92.8451
1992-07-01,104.2160,95.5715,92.6599,87.3060,92.5634,94.1080,94.1294,92.3156,92.6836,94.4276,98.0811,94.0274,95.6690,92.8150,93.6780,94.8071,94.0295,101.0603,94.7786,95.0422,94.0292,91.0669,94.2053,91.0903,93.9181,98.8128,95.3121,93.3556,95.6876,93.5937,92.9557,92.3058,97.8419,94.4881,94.4880,95.1853,98.7310,93.6925,92.2802,93.8909,95.2357,93.4388,84.5502,94.1415,94.8154,94.848,94.8785,94.8784,91.3106,91.551
1992-08-01,104.4487,94.9338,92.3441,86.7949,92.0789,93.4067,93.5766,92.1306,91.9573,93.8762,98.4414,93.6529,95.6169,92.4334,93.3095,94.4040,93.4397,100.9958,93.9816,94.2464,93.6812,90.8827,93.6638,90.7221,93.3210,98.6723,94.7761,92.8953,95.6959,93.0914,92.3335,91.9055,96.8473,93.7974,94.1135,94.8685,98.5916,93.1011,91.5653,93.1110,94.7415,92.8824,84.0191,94.0757,94.1793,94.849,94.4721,94.5771,90.1473,91.0772
1992-09-01,102.5490,95.4225,92.9216,86.8355,92.1390,93.8466,94.7501,93.6330,92.8219,94.4263,97.1591,94.3401,95.4770,93.6055,94.6441,94.9678,94.1391,102.2254,94.8982,94.6103,94.8704,92.7197,94.4039,92.0899,94.6925,100.3423,95.3481,94.5844,95.6532,94.1127,93.4023,91.9493,97.1928,94.6021,95.2258,96.3932,98.5184,94.1515,92.6613,93.8698,96.1577,93.9086,84.2732,94.3406,95.3235,97.465,94.3062,95.9866,91.0859,91.1757
1992-10-01,102.5066,97.4720,94.5516,88.5789,93.8197,95.9710,97.1658,95.3544,94.6735,96.2488,97.6552,96.1550,96.8199,95.7580,96.9344,96.7604,96.0896,104.0385,97.5737,96.4583,96.7852,94.6997,96.5833,94.1722,96.9480,102.2398,97.2072,96.6766,96.6702,96.5415,95.7829,93.5518,99.5244,96.9912,97.2129,98.4598,99.9353,96.3692,95.2534,96.0749,98.104,96.0297,85.4955,96.6666,97.3389,99.8379,95.9255,98.2435,93.7474,92.7358
1992-11-01,105.0703,100.3311,96.8328,90.6573,96.4941,99.5611,100.4786,96.9377,96.3526,99.0395,99.4305,98.7781,99.5967,98.3393,99.6243,99.0815,99.3322,106.1226,101.4676,99.8077,99.1074,96.5891,99.7772,96.4535,99.1495,104.7143,100.0267,99.3904,98.7905,99.5240,99.0910,96.1499,103.3679,100.3065,100.0179,100.6546,102.6464,99.1074,98.7351,99.2566,100.8954,98.755,86.3456,99.6086,100.6739,101.5807,99.1579,100.9099,97.5693,95.0722
1992-12-01,105.1500,100.1868,96.7800,90.3776,96.5339,99.6033,100.4425,96.9577,95.9115,99.0277,99.1992,98.8034,99.5042,98.2759,99.7110,98.9761,99.3931,105.5812,101.4856,99.8242,99.3239,96.7045,99.8604,96.4865,98.6941,104.7592,99.9894,99.3857,98.6808,99.5475,99.0838,96.0513,103.2605,100.2974,100.1666,100.4174,102.7683,99.0282,98.8236,99.3363,100.8528,98.7453,85.7103,99.4442,100.4395,101.9474,99.1892,100.8877,97.7682,95.2722
1993-01-01,106.3475,101.0322,97.4074,90.8561,97.2084,100.7220,101.3470,97.5399,95.9844,99.9026,99.8526,99.7481,100.7273,99.0786,100.5320,99.6766,100.3971,106.2862,102.6709,100.3131,100.1250,97.2879,100.9320,97.0808,99.1245,105.4399,100.8450,100.1851,99.5961,100.4024,100.1124,96.5462,105.2346,101.5980,100.9483,100.8829,103.6993,99.8036,99.8664,100.2086,101.8412,99.4523,85.5053,100.3173,101.3758,102.6922,99.7621,101.7511,99.0337,95.5776
1993-02-01,103.9963,100.9235,96.8658,91.3610,97.3310,100.9991,101.8035,96.9127,96.0440,100.1103,98.6183,99.1696,100.8204,98.9975,100.3935,99.2250,99.9495,105.9578,103.3967,100.4332,100.0052,96.4879,101.0430,96.7641,99.0582,104.6122,100.7959,99.6859,98.5848,100.4545,100.4965,96.3889,105.9063,102.5869,100.5624,100.3504,103.2290,99.8259,100.2897,100.3338,101.5733,99.3691,85.2424,100.7061,101.7144,101.7458,99.7985,101.7847,99.582,95.1207
1993-03-01,101.4305,100.1743,98.2299,91.1200,96.6448,100.2567,101.2469,96.4898,96.1815,99.6055,97.0042,98.2737,99.6457,98.4583,99.7539,98.5082,99.0266,104.9750,102.7886,99.9991,99.5532,95.9670,100.3556,96.2797,101.7563,103.8799,100.1470,99.2890,97.4275,99.9207,99.9082,95.5630,105.5005,102.0554,100.0973,99.5400,102.0434,99.4241,99.8258,106.3235,100.9258,98.9217,85.1278,100.2395,101.0501,101.2307,99.0768,101.3991,99.2586,95.4193
1993-04-01,97.8618,98.4264,98.6712,89.3344,94.8381,98.1449,99.4523,96.5685,95.2365,98.1470,95.3952,96.9214,97.1072,97.2696,99.0236,96.9694,97.3577,102.5812,100.8673,98.5656,98.7730,96.2893,98.7974,95.6583,102.5789,103.8637,98.6763,99.5249,95.5320,99.0168,98.2892,93.7324,103.3774,99.8440,99.2563,98.5531,100.0437,98.4329,98.4838,109.2761,100.0685,97.8777,84.0488,98.3746,98.8715,101.9814,96.7866,100.3883,97.3778,94.8927
1993-05-01,96.5509,98.2958,98.7921,89.2717,94.6631,98.0168,99.4404,96.9139,95.0928,98.0956,95.2195,96.7443,96.7312,97.3037,99.1938,96.6981,97.1967,102.4637,100.8944,98.6786,98.6993,96.6525,98.7489,95.8467,102.7896,104.1582,98.6336,100.1126,95.0808,99.1386,98.3400,93.5175,103.2078,99.7232,99.3467,98.7744,99.7077,98.5151,98.6608,109.3913,100.3325,98.0085,84.0824,98.2512,98.9161,102.2695,96.4133,100.5183,97.253,94.8511
1993-06-01,94.8433,98.9491,98.9745,89.6027,95.0016,98.8173,100.4182,97.5864,95.1979,98.7606,94.8686,97.0736,97.1005,98.1123,100.0958,96.9898,97.7411,101.9277,102.1048,99.6648,99.2642,97.4587,99.5348,96.4225,102.8284,104.8124,99.3606,101.2856,94.8051,100.1999,99.1577,93.4618,104.3853,100.6626,100.1431,98.3384,99.6283,99.3531,99.9292,110.4506,101.3968,98.9295,83.872,98.7453,99.5909,103.0779,96.6273,101.4756,98.3757,94.8632
1993-07-01,95.1264,100.0201,99.2738,90.2824,95.9586,100.0177,101.5742,97.9506,95.6509,99.7362,95.0021,97.5688,98.1137,98.8724,100.8612,97.5697,98.7709,102.3401,103.5425,100.7774,99.8863,97.8600,100.5903,96.7921,102.9135,105.4247,100.2995,101.9688,95.3394,101.0175,100.1428,93.9376,105.9126,101.6294,101.0209,97.7771,100.3408,100.1880,101.3283,111.7440,102.4631,99.7888,83.7786,100.1557,100.7351,103.399,97.5079,102.3944,100.1461,95.5141
1993-08-01,92.5184,99.8757,99.3917,90.0502,95.6562,99.7971,101.8953,99.0383,95.7512,99.9209,93.8902,97.4654,97.4057,99.1771,101.6640,97.3300,98.7462,100.9674,103.7223,100.8992,100.5296,99.2229,100.6892,97.3905,102.7810,106.4945,100.5009,103.5325,94.5485,101.7268,100.3606,93.3376,105.7004,101.6799,101.7674,97.3025,99.6439,100.6721,101.9602,112.1542,103.0041,100.2572,83.4398,99.9878,100.4629,105.2188,96.8422,103.0235,100.3656,95.1774
1993-09-01,93.4585,99.2207,99.2317,89.3161,95.1063,98.9050,100.7466,99.3076,95.4309,99.4618,94.7835,97.3283,96.9065,98.9466,101.6134,97.0058,98.4492,99.4340,102.6536,99.9193,100.4151,99.7126,100.1271,97.2747,101.9486,106.8902,100.1103,103.7269,94.8209,101.4232,99.3959,92.6934,103.7295,100.3526,101.5813,96.3316,99.5689,100.2762,101.0878,111.1277,102.5554,99.8352,82.8947,98.8566,99.0327,106.0784,96.4389,102.6532,99.1724,94.9962
1993-10-01,95.0867,100.1780,99.8406,89.8752,95.8346,99.8502,101.4082,99.8989,95.6054,100.1990,95.8424,98.0426,98.0769,99.6519,102.4062,97.6397,99.5416,99.4969,103.6395,100.6495,100.9632,100.3791,100.9852,97.8732,102.2097,107.8481,101.0457,104.5731,95.8928,102.0811,99.9720,93.3114,104.9765,101.2488,102.3883,95.9620,100.4714,100.9910,102.0019,112.1194,103.5642,100.5988,82.9708,99.6302,99.8122,106.7315,97.3731,103.4011,100.3007,95.5487
1993-11-01,96.1040,101.0664,100.0554,90.6981,96.6894,100.9663,102.1986,99.6871,95.9635,100.9302,95.9369,98.4364,99.2156,100.1538,102.6501,98.0805,100.3366,100.1470,104.7445,101.1704,101.0831,100.0487,101.7772,97.9662,102.4536,107.5538,101.7243,104.2201,96.5527,102.4604,100.7390,94.0716,106.6764,102.2636,102.6587,95.8593,101.1180,101.4419,102.7407,113.1699,104.1092,101.1113,83.3791,100.6714,100.7018,106.0597,98.0787,103.8262,101.5085,95.7287
1993-12-01,97.0963,101.1487,100.1134,90.0486,96.4493,101.0955,102.1178,100.1271,95.6927,101.0600,95.7163,98.7711,99.5102,100.2188,103.1013,98.1457,100.7812,99.7349,104.9011,101.3985,101.1903,100.7457,102.0446,98.0100,101.9999,108.1069,101.9623,104.6581,97.1100,102.8089,100.7137,93.6991,105.8463,101.9041,103.0612,95.4162,101.3879,101.6307,102.9602,113.1708,104.7474,101.2786,82.3162,100.4102,100.5671,107.086,97.8442,104.0585,101.659,95.6283
1994-01-01,99.2057,102.4071,99.9647,90.7505,97.5372,101.8334,102.7921,99.8816,96.9204,101.7753,97.5154,98.9901,100.2299,101.5655,103.2830,98.7122,101.1219,101.1092,105.5082,102.0592,101.7701,100.5406,102.6418,98.0574,101.3285,107.5154,102.5699,104.2600,97.8093,103.0980,101.1928,94.4800,106.6383,102.6049,103.5022,96.0924,101.9124,102.1063,103.5210,114.3828,104.8523,102.3878,82.601,101.0589,101.2702,106.6724,101.1898,104.6303,102.4499,96.6692
1994-02-01,95.9592,102.2287,99.9891,90.4146,96.6454,101.2025,103.0051,101.2322,96.4160,101.5138,95.5008,99.1242,99.1127,101.7142,104.2973,98.4878,101.4875,99.8092,105.5812,101.9124,102.3444,102.4272,102.9008,98.8943,101.4006,108.6211,102.6626,105.7392,96.6526,103.9390,101.7409,93.6602,107.0405,102.8731,104.2209,96.3049,100.7541,102.5907,104.1909,114.2239,105.778,102.6441,82.5997,100.2365,100.7424,108.9108,99.9621,105.1356,102.2759,95.9604
1994-03-01,95.3681,102.4641,100.8649,91.4209,96.7695,100.9028,103.3640,102.4810,96.2790,101.6692,95.2576,99.7293,98.8956,102.3487,105.0915,99.1789,101.9584,99.3014,105.4389,101.7484,102.7907,103.8921,103.0648,99.9798,102.2408,109.7462,102.9839,106.6755,97.0438,104.5905,102.2253,94.2398,107.1672,103.0727,104.8687,96.9962,100.5741,103.1500,104.4680,114.2718,106.2713,103.2365,84.5886,100.1427,100.3718,110.395,99.944,105.6282,102.0514,96.0013
1994-04-01,94.3976,102.8830,101.3307,91.6077,96.5376,100.7529,104.0146,103.4557,96.0493,101.7485,94.5229,100.1410,98.3950,102.6401,105.7605,99.4690,102.3844,99.7038,105.5817,101.7823,103.0754,105.0754,103.2883,100.6361,103.1417,110.7297,103.4276,107.6622,96.9244,105.5612,103.3562,94.3981,108.3174,103.5476,105.5739,97.6710,100.1432,103.5347,105.2195,114.7484,106.9141,103.6366,85.6181,99.9035,100.9625,111.518,99.7895,106.0904,102.1085,96.007
1994-05-01,94.6024,102.0079,101.0515,90.5287,95.6579,99.6503,102.9873,102.9772,95.8604,101.0433,94.2454,99.6343,97.6978,101.9388,105.1853,98.8763,101.7763,99.3090,104.5247,101.0947,102.4078,104.8081,102.5078,99.8771,103.2831,110.1244,102.6139,106.9800,96.5227,104.6968,102.3843,93.6736,107.2867,102.7413,104.9974,97.2126,99.6272,102.7791,104.0696,113.7736,106.2523,102.8655,84.8327,99.0701,99.9594,111.2936,99.1134,105.3254,100.9448,95.9076
1994-06-01,94.3093,101.1752,101.0073,90.3650,95.1561,98.9010,102.1995,102.6288,94.2113,100.1680,94.0237,99.3207,97.2336,101.3629,104.7743,98.5296,101.2352,98.2811,103.7705,100.4410,102.1528,104.7469,102.0001,99.6800,103.0284,109.9498,102.0212,106.7277,96.3156,103.8043,101.4010,93.6268,106.0092,101.8649,104.5136,97.0555,99.2501,102.2034,103.3341,113.0621,105.9044,102.3467,84.9073,98.5957,98.7958,111.3661,98.5463,104.7598,99.4777,95.5698
1994-07-01,91.8858,99.9440,100.2436,89.6835,93.8197,97.2772,100.9222,102.1743,94.3023,99.1495,92.3391,98.2755,95.4933,100.4837,103.9057,97.5158,100.0760,96.9373,102.2833,99.1934,101.1824,104.2285,100.7924,98.9795,103.3609,108.9267,100.9135,105.7507,94.7704,102.8425,100.1474,92.7660,104.2400,100.7333,103.4109,96.4119,97.6016,101.2821,102.0925,111.5365,104.5253,101.3482,84.9792,97.057,97.2368,110.8279,97.045,103.8026,97.9722,94.7383
1994-08-01,92.5850,99.6123,100.3725,89.2760,93.5284,97.2362,100.7745,101.8850,93.0567,98.7739,92.1833,98.3155,95.5523,100.0352,103.7076,97.3584,100.0352,96.1685,102.1075,98.8026,101.0292,104.0705,100.6107,98.7996,103.6393,108.8612,100.8564,105.7675,95.0113,102.4553,99.8197,92.6892,103.9780,100.4861,103.2680,96.0708,97.6300,100.9443,101.9756,111.1285,104.561,101.0025,84.2964,96.7264,97.243,110.7473,96.8039,103.5964,97.6535,94.0504
1994-09-01,91.7613,98.5254,99.3913,88.6389,92.6677,96.2192,99.6535,100.5983,92.2394,97.6887,91.5308,97.2232,94.5257,98.8934,102.3634,96.3917,98.7790,95.0574,100.8975,97.6121,99.9444,102.6472,99.3988,97.7120,102.9083,107.4837,99.9417,104.4649,94.0783,101.2997,98.7018,92.0947,102.5667,99.3348,101.9721,95.0045,96.6517,99.7705,100.7525,109.8576,103.1854,99.8566,83.7835,95.8358,96.3215,109.1421,95.9947,102.3771,96.4494,93.1954
1994-10-01,91.0858,97.7146,98.7048,88.0841,91.9898,95.2218,98.6900,100.1376,91.2473,96.8720,91.2565,96.6431,93.6477,98.2822,101.7515,95.8787,98.1184,94.1152,99.9232,96.7617,99.4124,102.3192,98.6505,97.1882,101.6379,106.7896,99.2204,103.9862,93.5236,100.4257,97.6525,91.4237,101.4137,98.4494,101.3387,94.2872,95.9066,99.1398,99.6605,108.9926,102.4819,99.1884,83.3469,95.1171,95.1174,108.8803,95.2685,101.7195,95.3801,92.719
1994-11-01,91.0508,98.0127,98.8284,88.4094,92.2474,95.7018,99.1815,100.5425,90.4332,97.1109,91.2284,96.9773,93.9181,98.5168,102.2712,96.1341,98.5801,94.2030,100.5450,96.9745,99.7277,102.8699,99.1380,97.6698,101.2162,106.7583,99.6298,104.5660,93.8331,100.7843,97.9630,91.6025,102.3646,98.9058,101.8186,94.4377,95.9451,99.4862,100.2482,109.4910,103.224,99.567,83.418,95.5345,95.4312,109.5659,95.2335,102.1674,95.7805,92.5641
1994-12-01,92.6119,99.6265,100.8467,92.1349,94.2712,97.5152,101.2314,103.1867,90.4774,98.7252,92.4937,98.9497,95.5721,100.3848,104.3330,98.7594,100.5946,95.6515,102.2487,98.2730,101.0973,105.0421,100.8334,100.4542,101.9813,108.6759,101.3643,106.3718,96.6483,102.3278,99.4688,94.2119,104.1069,100.3825,103.8285,96.3522,97.2645,101.4085,101.8753,111.3254,105.2341,101.6662,88.3686,97.0153,96.726,111.4693,95.9907,104.0465,97.0952,93.2077
1995-01-01,92.3055,100.6640,102.3447,97.8900,96.1421,97.7139,102.6751,106.5919,90.7538,99.7402,92.2544,100.5661,95.8775,101.7753,105.4242,101.4919,101.6279,95.5154,102.3799,97.9104,101.5232,109.4340,101.4202,103.8897,102.2664,111.1252,102.6084,109.2629,98.4553,103.1848,100.1106,97.0369,104.3051,100.6131,105.1144,97.8154,97.1440,103.0452,102.6878,112.1594,105.8716,103.6418,98.0096,96.8763,96.0226,113.0632,95.5787,105.1846,96.6715,93.3741
1995-02-01,91.5264,99.8364,101.5254,97.4188,95.6894,97.0226,101.9690,105.7468,90.0434,99.1344,91.7711,99.8009,95.4700,101.1140,104.5796,100.8916,100.8366,94.6955,101.6518,97.3752,100.8899,108.4470,100.7122,103.0874,100.6258,110.5646,101.8075,108.2793,97.7439,102.5338,99.3477,96.4435,103.6569,99.8030,104.2571,97.0565,96.7591,102.3648,101.9072,111.3633,105.0985,102.8395,97.3701,96.3096,95.0567,112.2657,95.0191,104.4217,95.8213,92.9247
1995-03-01,86.9085,98.2190,100.4341,97.7937,94.3011,94.4029,100.7533,106.2031,89.8207,98.0673,88.5453,98.3504,93.2518,100.2329,103.6283,99.9263,99.3161,92.9094,99.6516,95.9188,99.7180,109.1313,99.1430,103.2138,99.4024,110.3432,100.8739,108.1088,94.9190,101.5548,98.1217,95.7863,101.6264,98.1479,103.2797,96.0085,94.2810,101.8320,100.7205,110.1688,103.5329,102.2663,100.3703,93.701,92.8095,112.4859,92.3458,103.4366,93.9209,91.8781
1995-04-01,81.7183,95.0937,97.0739,92.9932,90.7366,91.5007,97.8134,102.8230,88.2314,95.2438,84.4603,94.9354,90.0961,97.3479,100.8284,95.8754,96.2068,90.0395,97.1072,93.7166,97.1184,105.2568,96.4457,99.6890,95.9064,107.0186,97.9639,104.9749,90.0513,99.0614,95.6044,92.3264,99.2750,95.6584,100.2676,93.0383,91.1693,99.0309,98.1263,107.2905,100.7593,99.1656,94.2837,90.856,90.5025,109.8799,88.9909,100.664,91.8975,89.3177
1995-05-01,82.5397,94.8268,96.4081,91.5009,90.3444,91.8979,97.3907,101.4973,87.1689,94.7700,84.8348,94.5968,90.3403,96.8149,100.3509,95.0772,95.9827,89.7409,97.2833,93.7887,96.8520,103.6574,96.2605,98.4767,94.0708,106.2275,97.5273,104.0612,90.1628,98.6658,95.2593,91.3300,99.6143,95.6201,99.8307,92.2859,91.4486,98.3480,97.6407,106.8750,100.6849,98.381,90.9231,91.3302,90.7042,108.8814,89.1296,100.2626,92.0324,88.6793
1995-06-01,82.1895,94.9365,96.5530,91.6052,90.3217,91.8235,97.5492,102.1501,86.8947,94.8525,84.5128,94.8743,90.2712,97.0934,100.8517,95.3387,96.2983,89.5109,97.3649,93.8426,97.0737,104.5499,96.4429,98.9411,92.8412,106.7830,97.7060,104.8315,90.2197,98.9225,95.3015,91.2974,99.7339,95.6749,100.3428,92.3400,91.3444,98.7160,97.6917,106.9924,100.975,98.7165,91.2109,91.085,90.4189,109.9083,88.9182,100.6488,92.0038,88.5608
1995-07-01,83.9305,94.7689,96.2320,91.2830,90.3949,91.8493,97.0259,101.0699,86.4667,94.5952,85.7275,94.5191,90.6797,96.6039,100.1613,95.0730,95.9208,89.5988,97.0210,93.6134,96.7229,103.2115,96.0548,97.9858,90.9732,106.1392,97.2375,103.4987,91.0239,98.2163,94.7181,90.6822,99.5336,95.1071,99.7294,91.5890,91.7165,98.0526,97.0250,106.4465,100.5123,98.0297,89.9354,91.2765,89.9594,108.7541,89.4381,99.9527,91.4484,88.4526
